16,76,4,88,96,22
54,98,4,84,96,22
15,98,54,88,96,22
98,54,39,88,96,22
13,75,39,88,96,22
56,68,84,39,22,96
56,68,13,39,22,96
98,68,39,13,96,22
68,98,13,39,96,22
68,54,13,52,22,96
68,39,52,13,96,22
39,52,75,13,96,22
39,52,13,75,96,22
52,13,68,75,96,22
52,68,13,75,96,22
52,13,68,75,96,22
44,68,13,75,96,22
44,68,13,96,75,22
68,44,13,96,75,22
13,44,68,96,75,22
44,96,68,13,75,22
96,13,44,68,75,22
13,68,75,44,96,22
88,96,13,68,44,22
88,44,68,13,96,22
82,13,68,44,96,22
82,61,44,13,68,22
17,82,44,13,68,22
16,17,44,13,68,22
75,96,44,13,68,22
56,17,44,13,68,22
40,75,44,13,68,22
17,99,40,13,68,22
67,40,44,68,13,22
40,46,44,68,13,22
44,40,68,61,13,22
68,74,44,61,13,22
68,61,44,13,74,22
92,68,44,74,13,22
40,44,68,13,74,22
88,44,68,74,13,22
40,44,68,13,74,22
44,68,88,13,74,22
88,44,13,68,74,22
98,13,68,88,74,22
67,13,68,88,74,22
67,68,13,88,74,22
15,68,88,13,74,22
15,68,88,74,13,22
67,68,74,88,13,22
88,15,67,68,13,22
15,68,67,88,13,22
15,88,67,68,13,22
84,15,67,68,13,22
82,19,67,68,13,22
19,67,68,61,22,13
68,67,61,82,22,13
19,68,88,82,22,13
68,88,19,82,22,13
19,15,88,82,22,13
15,44,84,82,22,13
67,15,84,82,22,13
15,67,84,82,22,13
30,44,84,82,22,13
44,88,84,82,22,13
84,44,88,82,22,13
84,44,61,82,22,13
57,44,61,82,22,13
61,54,44,22,82,13
57,44,82,61,22,13
68,44,82,61,22,13
68,44,61,82,22,13
44,84,68,82,13,22
54,84,44,82,13,22
84,68,44,82,22,13
49,68,82,44,22,13
68,82,52,44,13,22
37,82,68,13,44,22
37,13,54,82,44,22
82,68,61,54,44,22
37,54,82,44,61,22
54,52,82,13,61,22
52,33,13,82,61,22
54,13,52,82,22,61
52,13,61,82,54,22
61,33,82,54,52,22
62,54,22,82,33,52
59,13,82,39,22,52
82,11,74,88,52,22
82,20,74,13,22,52
88,82,13,74,22,52
82,59,74,13,22,52
74,22,59,71,13,52
71,22,74,88,13,52
22,71,20,13,74,52
71,2,20,74,52,34
2,20,75,52,74,34
78,20,13,52,34,74
20,13,52,75,34,74
52,2,78,13,34,74
75,34,52,44,74,13
78,52,17,74,44,13
75,17,52,74,44,13
92,34,75,44,74,13
11,34,74,75,44,13
11,34,74,75,44,13
34,74,11,75,44,13
52,37,44,75,11,13
37,52,34,11,44,13
37,87,34,11,44,13
71,61,34,44,11,13
37,71,61,11,13,44
78,34,61,11,44,13
37,74,71,44,11,13
34,78,71,61,11,13
37,45,71,88,11,13
74,71,88,13,11,76
74,71,88,11,13,76
71,88,74,11,13,76
78,88,11,13,74,76
49,82,11,13,74,76
52,82,13,11,74,76
13,52,11,99,74,76
13,82,99,11,74,76
82,13,99,74,11,76
13,52,99,74,11,76
82,74,35,99,11,76
52,74,99,11,35,76
99,34,74,11,35,76
49,12,11,74,35,76
13,12,11,74,35,76
74,34,35,11,13,76
49,35,34,13,11,76
35,59,49,11,13,76
12,49,13,35,11,76
97,35,49,13,11,76
13,22,49,75,76,11
13,35,76,49,11,22
79,49,11,13,22,35
79,13,11,75,22,35
49,75,11,35,22,13
36,11,35,22,75,13
49,35,11,22,75,13
44,79,11,22,75,13
79,96,11,22,75,13
79,75,11,13,22,96
4,79,11,22,13,96
59,4,11,79,22,96
88,79,4,11,22,96
4,75,11,22,88,96
11,35,4,88,22,96
34,35,88,22,11,96
74,88,22,48,11,96
76,74,11,22,48,96
11,76,88,22,48,96
76,11,88,22,48,96
11,35,22,88,48,96
35,11,22,88,48,96
5,11,76,22,48,96
4,11,48,22,76,96
92,11,76,48,22,96
4,48,11,76,22,96
84,48,76,11,22,96
76,79,11,48,22,96
76,79,48,11,22,96
2,48,11,79,22,96
76,11,48,22,79,96
22,2,79,11,48,96
56,79,48,11,22,96
56,84,22,92,11,96
48,22,11,56,84,96
48,75,22,56,11,96
11,34,99,56,48,96
76,99,22,48,56,96
27,92,56,22,48,96
75,92,22,48,56,96
92,22,75,56,48,96
28,22,56,48,75,96
43,56,76,48,22,96
5,48,43,22,76,96
48,65,75,22,76,96
65,43,48,22,76,96
48,65,22,75,76,96
48,65,22,75,76,96
48,65,75,22,76,96
44,65,75,22,76,96
75,65,22,44,76,96
56,22,75,44,76,96
56,22,75,76,44,96
34,65,62,44,56,22
6,56,76,62,35,34
56,44,48,13,17,75
56,35,48,6,75,13
56,20,13,6,22,17
65,6,13,44,17,96
44,22,6,17,13,96
35,6,44,17,13,96
0,35,44,13,17,96
79,35,44,13,17,96
35,22,59,17,13,96
35,59,79,17,13,96
35,79,22,17,13,96
6,22,79,17,13,96
6,22,79,17,13,96
61,22,17,79,13,96
22,0,17,79,13,96
0,17,69,79,13,96
15,44,69,79,13,96
67,69,44,79,13,96
0,58,44,79,13,96
62,0,44,79,13,96
69,62,79,44,13,96
17,62,44,79,13,96
17,11,62,79,13,96
47,11,44,13,79,96
2,28,62,13,79,96
28,47,62,13,79,96
37,13,34,62,79,96
62,47,79,34,36,96
62,47,34,79,36,96
79,13,34,36,65,96
45,62,96,75,65,36
62,96,34,75,36,65
62,25,33,36,65,75
36,52,74,25,75,65
25,33,52,74,75,65
11,45,74,52,65,75
52,33,45,11,65,75
11,81,2,82,65,75
81,75,2,82,74,65
56,81,65,2,82,74
81,74,65,2,75,82
81,45,56,2,65,82
81,45,65,82,2,92
81,2,10,75,82,92
65,10,56,82,75,92
11,75,82,81,74,92
76,15,81,74,75,92
10,74,28,15,75,92
74,76,15,75,17,92
10,74,15,76,92,17
17,10,2,74,75,92
52,75,79,76,92,61
82,10,52,92,68,76
30,92,10,68,52,76
17,52,74,10,68,76
76,15,10,74,17,68
74,54,75,15,17,68
52,10,17,68,75,54
46,52,65,75,17,54
65,46,10,75,17,54
17,46,75,92,10,54
0,79,54,84,92,75
84,46,79,54,75,92
10,54,46,79,75,92
54,46,67,79,92,75
46,0,10,54,75,92
54,46,79,10,92,75
46,10,0,79,75,92
0,49,79,10,92,75
54,49,10,79,92,75
67,49,19,54,92,75
49,10,92,54,19,75
68,79,67,75,19,54
69,79,52,68,54,19
79,52,56,68,19,54
49,56,52,19,68,54
49,67,59,52,54,19
68,8,16,58,59,19
59,16,79,58,19,96
49,58,35,61,79,96
54,49,96,76,92,79
59,54,35,76,79,92
49,76,54,59,92,79
35,59,96,54,79,92
58,76,59,54,92,79
58,76,49,92,96,79
76,58,2,49,79,96
65,76,49,79,58,96
65,58,49,28,88,96
54,76,58,65,16,96
76,88,65,16,54,92
2,96,67,75,54,92
75,74,65,67,54,92
16,65,74,67,54,92
16,65,96,67,54,92
49,36,65,67,54,92
96,49,54,67,65,92
71,77,49,65,67,92
16,28,58,77,67,92
58,96,85,13,54,92
49,28,58,65,85,92
76,77,49,85,65,84
96,85,30,68,65,84
85,84,54,75,68,65
84,49,54,68,92,75
85,49,84,54,68,92
91,84,49,54,92,68
65,84,85,54,92,68
91,30,65,54,84,68
92,30,49,65,68,84
92,65,84,13,49,68
