47,7,28
47,48,28
47,48,14
47,48,17
48,33,47
47,33,17
47,28,33
47,48,17
47,48,17
47,48,7
48,47,7
48,7,47
48,47,17
48,47,17
48,47,17
47,48,1
47,48,1
47,48,17
47,48,2
47,48,0
47,0,48
47,0,48
47,7,0
47,7,48
47,0,7
47,7,37
0,47,37
1,47,0
1,47,0
1,47,0
1,47,0
1,47,0
47,0,48
0,48,47
0,48,47
48,0,45
48,0,45
48,45,17
48,17,45
48,17,45
48,45,17
48,45,17
17,48,45
17,45,25
17,45,48
17,45,48
17,48,45
17,48,45
17,48,45
17,48,45
17,48,45
17,48,45
17,45,25
17,45,25
17,45,25
17,45,25
17,45,47
17,45,47
17,45,47
17,45,47
17,47,45
17,45,33
17,45,47
17,45,33
17,45,25
17,10,25
10,17,25
10,17,25
10,7,25
10,7,17
10,7,17
10,17,7
17,10,7
17,28,7
17,7,28
17,7,9
17,7,36
17,7,28
17,7,28
17,28,7
17,45,7
17,45,15
17,45,15
17,45,15
17,45,15
17,15,45
17,45,15
17,45,15
17,45,15
17,15,45
17,45,15
17,45,15
17,45,1
17,45,1
45,17,1
45,17,15
45,17,1
1,45,17
45,17,1
17,45,1
1,45,17
1,45,17
17,45,15
17,1,19
17,1,19
17,12,19
17,45,26
17,45,12
17,45,39
17,45,15
17,45,1
17,1,45
17,1,45
17,1,45
1,17,45
1,17,15
17,1,26
17,1,24
1,17,10
1,17,10
1,17,20
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,10
1,17,45
1,17,45
1,17,45
1,17,45
1,17,10
1,17,10
1,17,10
1,10,17
1,10,17
1,10,17
1,10,17
10,1,17
10,1,17
10,1,17
1,10,17
1,10,17
1,17,10
1,17,10
1,17,10
1,17,9
1,17,45
1,17,45
1,17,45
1,17,4
1,17,45
1,17,45
1,17,10
1,17,10
1,17,45
1,17,45
1,17,4
1,17,4
1,17,4
1,17,4
1,17,4
1,17,4
1,17,15
1,17,15
1,17,15
1,17,10
1,10,17
1,17,10
1,17,4
1,17,15
1,17,38
1,28,17
1,17,28
1,17,15
1,17,28
1,17,15
1,17,15
1,17,38
17,1,38
17,1,28
17,4,28
17,4,38
17,4,38
17,4,10
10,17,4
10,17,4
10,17,1
10,17,1
17,10,1
17,1,4
17,1,4
17,1,4
17,1,4
17,1,4
17,1,4
17,25,4
17,1,4
17,1,4
17,1,25
17,1,4
17,1,4
17,1,4
17,1,47
17,1,4
17,1,4
17,1,47
17,1,47
17,1,47
1,17,47
1,17,47
17,1,47
1,17,47
17,1,47
17,1,47
17,1,47
1,17,47
1,17,47
1,17,30
1,17,30
1,17,30
1,17,30
1,17,30
1,17,10
17,1,47
17,1,47
17,1,47
17,1,47
17,1,47
17,1,47
17,1,25
17,1,25
17,1,25
17,1,25
17,1,36
1,17,28
1,17,28
1,17,10
1,17,28
1,17,47
1,17,28
17,1,28
17,1,10
10,17,1
1,10,17
1,17,10
1,10,17
10,1,17
10,1,17
10,1,17
1,10,17
1,10,17
10,1,17
1,10,17
1,10,17
1,10,17
1,17,10
1,17,10
1,17,45
1,17,45
1,17,45
1,17,45
1,17,45
1,17,10
1,17,15
1,17,15
1,17,15
1,17,33
1,17,33
1,17,33
17,1,33
17,1,33
17,1,26
17,1,6
17,1,47
17,1,47
17,1,10
17,1,10
17,1,10
10,17,1
1,10,17
1,17,10
17,10,1
10,17,1
1,10,17
1,10,17
1,10,17
10,1,17
10,1,17
10,1,17
10,1,17
10,1,17
10,1,17
10,1,17
10,1,17
1,17,10
1,17,10
1,17,47
1,17,10
1,17,47
17,1,47
17,1,47
17,1,47
17,1,28
17,1,47
17,1,28
17,1,28
17,1,47
17,1,45
17,1,10
17,1,10
17,1,10
17,1,10
17,1,10
17,1,45
17,1,10
17,1,10
17,1,10
1,17,10
1,17,28
1,17,28
1,17,45
1,17,21
1,17,45
1,17,15
1,17,28
17,1,28
17,1,45
17,1,45
