96,65,74,13,61,2
65,61,13,74,96,77
65,96,74,13,61,78
65,74,61,13,78,96
74,65,61,78,96,77
65,74,61,77,78,30
65,74,96,77,30,76
74,65,96,77,78,76
65,74,96,77,78,76
65,74,96,77,59,78
74,65,96,77,59,78
96,74,65,59,34,61
74,65,96,59,61,34
65,74,96,61,59,34
65,74,59,77,96,34
96,74,65,59,77,34
96,74,65,59,77,34
96,74,65,59,34,77
96,74,65,59,61,77
96,65,74,59,77,30
96,74,65,59,34,30
96,65,74,59,77,30
96,74,65,59,77,34
96,65,74,59,77,30
96,74,65,59,77,78
96,74,65,59,77,78
96,74,65,59,77,78
96,74,65,59,77,78
96,74,65,77,59,34
96,74,65,77,59,34
96,74,65,77,59,76
96,74,65,59,77,76
96,77,59,65,34,30
96,77,65,84,59,30
96,65,74,77,30,59
96,65,74,77,84,59
96,65,77,59,74,84
96,74,77,65,59,84
96,77,76,65,84,59
96,65,77,84,76,59
96,74,65,77,59,76
96,65,77,59,84,74
96,75,65,59,77,76
96,75,65,77,59,76
96,75,65,59,77,74
96,75,65,59,77,76
96,75,65,59,77,76
96,75,65,59,77,76
96,75,65,59,77,76
96,75,65,59,77,76
96,75,65,59,77,76
96,75,65,77,74,59
96,75,65,77,59,61
96,65,75,77,76,74
96,75,65,76,74,77
96,65,75,74,59,77
96,65,74,75,59,76
96,65,74,75,59,76
96,65,75,59,74,77
96,65,75,59,74,77
96,65,75,59,74,77
96,75,65,74,59,77
96,75,65,74,59,77
96,75,65,74,59,77
96,65,75,74,59,77
96,65,75,74,59,9
96,65,74,59,75,76
96,65,74,59,85,9
96,74,65,85,59,9
96,74,65,75,85,59
96,74,65,75,59,9
96,74,65,75,59,77
96,74,65,75,59,77
96,74,65,75,59,77
96,74,65,75,59,77
96,65,74,59,77,76
96,65,74,77,75,14
96,65,74,77,0,14
96,65,74,77,75,14
96,65,74,75,77,35
96,65,74,75,77,35
96,65,74,77,4,75
96,65,74,77,9,4
96,65,74,9,4,77
96,65,74,77,4,9
96,65,74,77,9,4
96,65,77,74,9,26
96,65,74,9,77,34
65,74,96,9,77,34
65,34,77,75,9,96
96,65,75,77,34,9
96,65,77,61,9,46
96,65,77,9,75,61
96,65,74,77,9,6
96,65,77,75,46,0
96,65,0,77,67,40
96,61,77,0,65,39
96,61,77,65,0,40
96,61,77,0,40,93
96,65,77,61,0,43
96,77,65,0,61,27
96,65,77,74,4,59
96,65,74,77,56,4
96,74,65,77,56,0
96,74,39,77,15,4
96,74,39,77,15,57
96,74,39,77,92,15
96,74,39,77,15,35
96,39,74,85,77,79
96,39,74,77,85,79
96,39,74,85,77,25
96,39,85,77,74,65
96,39,77,65,85,25
96,39,77,65,85,25
96,39,77,65,25,59
96,39,77,65,59,25
96,39,77,65,25,9
96,39,77,65,4,9
96,39,77,65,4,0
96,39,77,65,4,0
96,39,77,4,40,9
96,39,77,4,40,0
96,39,77,4,0,64
96,39,61,77,0,64
96,77,39,64,0,4
96,77,39,64,0,4
96,77,39,0,47,64
96,77,2,69,39,0
96,77,39,88,2,85
96,77,88,85,40,69
96,77,88,40,69,85
96,88,77,69,40,47
96,77,88,69,74,40
96,77,69,40,88,47
96,77,69,40,2,47
96,77,69,40,2,74
96,77,88,74,40,69
96,77,40,47,2,69
96,77,2,40,47,74
96,77,40,2,69,47
96,77,40,2,69,61
96,77,40,2,69,47
96,77,40,2,69,76
96,77,40,76,2,69
96,77,40,76,2,9
96,40,77,2,76,9
96,40,2,77,76,9
96,77,40,2,34,28
96,77,40,34,28,69
96,77,40,17,34,28
96,77,40,17,28,1
96,77,40,28,17,1
96,77,40,59,34,67
96,59,77,34,40,67
96,59,34,77,40,67
96,59,77,40,67,28
96,59,77,40,67,54
96,77,40,59,67,54
96,77,40,54,59,28
40,77,54,28,91,67
40,77,67,28,54,52
40,77,67,54,59,28
40,77,28,91,54,2
40,77,54,38,28,52
40,28,34,74,77,38
40,28,52,54,77,38
40,54,20,77,52,38
40,54,77,52,20,38
40,88,44,67,38,28
40,44,88,67,38,28
44,40,88,15,67,28
40,15,88,67,44,63
40,67,15,63,74,38
40,15,38,67,63,84
40,15,67,63,38,26
15,40,67,68,84,16
15,40,34,78,61,68
15,40,61,68,38,63
61,15,40,68,38,34
15,40,34,68,38,16
15,40,61,38,68,26
40,15,61,68,38,98
40,15,38,17,68,34
40,15,84,38,98,68
40,15,38,84,68,77
40,15,68,77,38,64
40,15,68,38,98,77
54,40,15,68,98,38
54,68,40,15,38,98
52,68,54,40,15,38
52,40,68,54,15,26
40,52,54,96,15,77
40,52,54,61,68,96
96,40,52,54,61,68
88,61,19,40,52,96
19,88,61,40,52,78
19,88,68,40,61,52
19,88,68,40,52,74
19,68,40,88,52,98
68,19,40,52,98,9
19,68,40,52,98,88
19,40,68,52,88,98
19,40,68,52,98,88
19,40,68,52,98,88
19,40,52,68,98,88
19,40,52,68,98,9
19,40,52,68,98,74
19,40,68,52,98,88
52,68,40,19,96,98
52,68,40,19,98,76
52,19,40,74,98,68
74,52,40,19,68,88
74,40,19,52,88,16
74,40,19,52,16,98
40,74,88,19,76,16
74,40,88,19,16,98
74,40,88,19,54,76
88,40,74,19,98,16
40,88,74,52,75,98
88,75,40,16,17,52
76,88,40,75,74,19
75,96,88,40,87,64
96,40,76,17,85,87
96,85,40,87,91,74
96,90,74,40,85,64
96,90,40,64,88,85
96,43,90,40,88,48
96,85,90,43,40,76
96,90,48,85,88,40
96,85,68,90,48,40
96,68,90,88,85,48
96,13,17,48,90,87
96,13,48,87,90,17
96,68,40,87,13,48
96,87,40,85,68,91
96,68,40,87,91,85
96,40,44,87,68,26
96,40,68,44,39,67
96,44,40,39,87,85
96,44,40,39,87,85
96,44,40,87,39,85
96,44,40,87,0,39
96,44,40,87,22,39
96,40,87,44,34,39
96,44,40,87,39,34
96,44,87,40,75,39
96,75,40,87,44,39
96,40,87,39,22,61
96,87,40,61,39,22
96,40,87,75,34,74
96,75,40,87,74,99
96,75,40,87,74,99
96,40,87,34,74,75
96,40,87,74,75,34
96,40,87,34,74,97
96,40,34,87,74,75
96,40,87,75,74,34
96,34,40,87,74,15
96,34,40,74,87,59
96,74,34,40,87,97
96,74,40,34,87,17
96,74,40,34,87,35
96,40,87,74,34,44
96,40,74,75,87,44
96,40,74,87,34,75
96,75,34,40,74,87
96,75,34,40,74,87
96,40,34,87,74,35
96,75,40,34,74,87
75,96,74,40,87,43
96,75,74,88,40,87
96,75,88,74,40,87
96,74,88,75,40,87
96,75,74,88,87,81
96,75,74,87,38,81
96,75,74,81,38,87
96,75,34,74,38,81
96,75,34,74,38,81
96,75,34,74,38,81
75,96,34,74,38,43
75,96,34,74,38,40
96,75,34,74,37,40
96,17,68,22,37,75
96,17,68,22,6,74
96,17,68,22,37,26
17,96,22,26,37,74
96,17,75,22,74,26
17,96,22,75,74,26
96,17,75,74,22,68
96,17,75,74,22,88
75,17,96,74,22,68
75,17,96,68,74,22
75,17,74,96,68,22
17,75,74,88,22,96
17,96,74,88,22,92
17,96,74,88,22,68
74,96,17,88,22,68
96,17,74,88,22,34
96,17,74,88,22,34
96,74,17,88,22,34
96,74,17,88,22,34
96,74,88,22,17,75
96,74,88,22,75,17
96,74,88,75,34,22
96,74,88,75,34,17
96,74,88,34,22,75
96,74,88,22,17,34
96,74,88,17,34,75
96,17,74,88,34,75
96,17,88,75,74,34
