15,1,10
12,15,10
12,15,10
12,15,10
12,15,10
25,15,10
25,15,10
15,25,10
21,25,10
21,25,10
18,25,10
18,25,10
18,25,10
25,21,10
25,21,10
25,21,10
25,21,10
25,21,10
21,25,10
18,21,10
4,18,10
33,18,10
33,18,10
33,21,10
18,21,10
18,21,10
28,21,10
28,21,10
18,25,10
21,25,10
28,25,10
18,28,10
18,28,10
28,18,10
28,18,10
43,18,10
18,43,10
10,4,43
28,4,10
4,28,43
24,18,43
28,18,43
24,11,18
4,11,18
4,11,18
11,4,18
15,4,18
24,4,18
4,28,18
4,11,18
24,15,18
43,15,18
43,15,18
10,15,18
11,1,18
11,18,1
21,18,1
21,18,1
4,1,18
11,1,18
11,18,1
21,18,1
21,18,1
46,18,1
18,46,1
18,46,1
18,46,1
18,46,1
21,46,1
18,46,1
18,46,1
39,46,1
39,46,1
39,46,1
21,46,1
18,46,1
4,46,1
4,46,1
29,46,1
4,46,1
46,4,1
29,43,1
4,43,1
4,43,1
4,43,1
4,43,1
43,4,1
43,4,1
43,4,1
43,4,1
4,10,1
24,4,10
7,4,10
7,4,10
7,10,4
43,10,4
43,4,10
25,43,10
4,43,10
7,10,43
7,10,43
25,10,43
7,10,43
10,7,43
7,10,43
28,10,43
28,10,43
28,10,43
7,28,43
7,28,43
7,28,43
7,28,43
28,7,43
28,7,43
7,28,43
7,28,43
7,28,43
28,7,43
7,28,43
28,7,43
28,7,43
28,7,43
7,6,43
6,7,43
6,7,43
28,43,7
6,43,7
6,43,7
6,28,7
0,28,7
47,0,7
47,0,7
47,0,7
43,0,7
0,43,7
6,43,7
47,43,7
47,43,7
6,43,7
47,6,7
43,6,7
43,6,7
6,43,7
36,43,7
28,7,43
28,43,7
28,43,7
7,28,43
28,7,43
46,7,43
36,7,43
36,7,43
36,7,43
36,7,43
36,7,43
36,43,7
2,43,7
0,43,7
36,43,7
48,43,7
48,43,7
48,43,7
0,43,7
46,0,7
46,0,7
11,46,7
43,46,7
46,6,7
43,6,7
43,6,7
46,6,7
0,6,7
35,6,7
0,6,7
0,6,7
0,6,7
10,6,7
10,6,7
35,6,7
43,6,7
33,6,7
10,6,7
33,6,7
0,6,7
33,6,7
36,6,7
33,6,7
33,6,7
33,6,7
47,6,7
46,6,7
39,6,7
36,6,7
36,6,7
6,36,7
36,6,7
28,6,7
6,37,7
39,37,7
39,48,7
6,48,7
15,48,7
45,48,7
48,10,7
45,10,7
48,10,7
48,10,7
6,10,7
48,10,7
6,10,7
48,6,7
6,48,7
6,48,7
43,48,7
29,48,7
43,48,7
48,7,43
7,43,10
48,43,7
7,43,35
28,48,7
48,24,7
24,35,7
24,7,28
20,28,7
20,28,7
20,28,7
6,28,7
6,7,28
6,28,7
20,6,7
6,20,7
36,10,7
41,10,7
10,43,7
10,43,7
35,43,7
35,43,7
35,43,7
48,43,7
48,43,7
48,43,7
48,43,7
48,43,7
48,43,7
48,43,7
48,43,7
24,43,7
49,43,7
49,43,7
49,43,7
49,43,7
43,49,7
48,43,7
48,43,7
48,43,7
43,48,7
43,48,7
48,43,7
48,43,7
48,43,7
48,43,7
48,43,7
43,48,7
43,48,7
43,48,7
43,48,7
43,7,48
20,48,7
20,48,7
21,48,7
21,48,7
21,48,7
21,48,7
48,21,7
21,43,7
21,43,7
7,48,43
21,48,43
7,48,43
48,7,43
30,7,43
7,30,43
43,30,7
43,30,7
43,30,7
30,7,43
43,30,7
30,43,7
30,43,7
43,30,7
43,30,7
16,30,7
15,30,7
44,30,7
39,30,7
30,43,7
30,43,7
30,43,7
30,43,7
48,43,7
48,43,7
30,7,43
30,43,7
30,43,7
30,43,7
30,43,7
30,43,7
30,43,7
48,30,7
43,30,7
43,30,7
43,30,7
39,30,7
39,30,7
39,30,7
39,30,7
39,30,7
0,30,7
39,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
0,30,7
