winner_num,ar,ar_self
1.0,0.18146605272061023,-0.4406123913971035
2.0,-0.33791207716125204,-0.312861069366305
3.0,-0.21366276167635467,-0.2606766848797417
4.0,-0.11447058391710885,-0.3207029955472115
5.0,-0.058606011535852875,-0.3549641396190968
6.0,-0.05343002397809582,-0.32843907177708465
7.0,-0.04376893648619906,-0.2997287825794247
8.0,-0.07370225414496223,-0.2444055569749426
9.0,-0.05090613202206651,-0.2685056027658601
