1,15,10
12,15,10
12,15,10
2,15,10
2,15,10
2,25,10
25,2,10
2,25,10
25,28,10
25,28,10
25,28,10
25,28,10
25,28,10
25,28,10
25,28,10
25,28,10
21,28,10
21,28,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
30,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,25,10
33,25,10
33,28,10
28,33,10
28,33,10
28,33,10
28,33,10
43,33,10
43,33,10
28,33,10
43,33,10
43,33,10
33,43,10
40,11,10
11,10,40
40,10,11
11,40,10
40,7,10
40,11,10
40,11,10
40,10,11
43,11,10
11,43,10
11,43,10
30,11,10
30,11,10
11,10,1
33,1,10
1,10,40
30,11,40
1,11,40
40,11,1
40,11,1
40,11,1
18,11,1
33,46,1
33,46,1
46,33,1
46,33,1
46,33,1
46,33,1
46,33,1
46,33,1
30,33,1
46,33,1
46,33,1
46,33,1
4,33,1
46,33,1
4,33,1
4,33,1
33,4,1
4,43,1
4,43,1
43,4,1
43,4,1
43,4,1
30,4,1
43,4,1
43,4,1
30,4,1
30,4,1
43,30,4
43,30,4
43,30,4
43,30,4
30,43,4
43,30,4
30,4,43
30,4,43
30,4,43
30,4,43
11,30,43
11,30,43
30,7,43
7,30,43
30,10,43
10,30,43
11,30,43
11,30,43
11,30,43
0,30,43
11,30,43
11,30,43
11,30,43
7,30,43
30,0,43
28,30,43
7,30,43
30,7,43
30,7,43
30,7,43
30,7,43
30,7,43
30,7,43
30,7,43
11,7,43
11,43,7
43,30,7
30,4,7
30,0,7
43,0,7
11,0,7
43,0,7
43,0,7
43,0,7
0,43,7
30,43,7
30,43,7
0,43,7
0,43,7
0,43,7
0,43,7
36,43,7
36,43,7
46,7,43
36,43,7
36,7,43
46,7,43
36,7,43
4,7,43
36,7,43
36,7,43
36,7,43
36,7,43
36,7,43
36,43,7
0,43,7
43,11,7
11,43,7
0,11,7
11,43,7
0,43,7
11,0,7
11,0,7
0,11,7
46,11,7
0,11,7
48,11,7
46,11,7
46,48,7
48,46,7
48,0,7
0,36,7
36,0,7
0,36,7
10,11,7
0,11,7
30,11,7
35,36,7
36,35,7
30,10,7
36,10,7
6,36,7
6,36,7
36,6,7
10,6,7
36,6,7
10,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
36,6,7
48,6,7
36,6,7
48,6,7
48,7,6
28,6,7
28,6,7
28,6,7
36,6,7
36,6,7
36,6,7
36,6,7
48,7,6
48,7,6
48,7,6
48,7,6
36,48,6
36,48,6
36,6,43
7,48,6
43,7,6
36,28,6
36,7,6
36,6,7
36,6,7
36,7,28
36,28,7
36,6,7
28,7,6
28,7,6
28,7,6
28,7,6
20,7,6
36,7,6
36,7,6
36,7,6
43,7,6
43,7,6
43,7,6
43,6,7
43,7,6
6,7,43
6,43,7
43,6,7
6,43,7
43,6,7
48,43,7
48,43,7
6,43,7
43,6,7
49,7,43
49,43,7
49,43,7
43,6,7
41,6,7
44,6,7
6,43,7
6,43,7
41,21,7
48,43,7
24,43,7
24,43,7
24,43,7
24,43,7
48,43,7
43,48,7
43,48,7
43,48,7
43,48,7
43,48,7
21,48,7
21,48,7
21,48,7
21,48,7
21,48,7
21,48,7
7,43,21
7,43,21
7,21,43
7,21,43
48,21,43
7,48,43
21,7,43
21,7,43
21,7,43
21,7,43
21,7,43
21,7,43
21,7,43
21,7,43
21,7,43
21,7,43
16,43,7
44,43,7
44,43,7
44,43,7
44,43,7
44,43,7
44,7,43
44,7,43
44,43,7
48,43,7
48,7,43
48,7,43
48,43,7
48,43,7
48,43,7
41,43,7
41,43,7
43,48,7
48,43,7
44,48,7
30,44,7
48,30,7
44,30,7
39,30,7
48,39,7
39,30,7
39,44,7
30,44,7
30,44,7
44,30,7
39,30,7
39,30,7
39,30,7
0,30,7
0,30,7
30,0,7
39,0,7
30,0,7
30,0,7
30,0,7
0,30,7
0,30,7
0,30,7
39,30,7
