7,17,14
7,17,48
7,14,17
17,7,48
7,17,48
7,17,3
7,17,3
7,17,3
7,17,4
7,17,4
7,17,9
7,9,17
7,17,48
17,9,7
1,17,7
1,9,17
9,1,17
1,17,9
37,7,9
20,37,0
0,20,37
0,20,7
0,7,37
37,7,20
37,7,0
7,37,20
1,0,37
1,0,37
1,0,47
1,0,17
1,0,47
1,0,17
0,6,17
0,6,48
0,6,17
45,48,0
45,48,17
45,48,17
48,6,45
45,48,17
45,48,17
45,6,17
45,17,6
45,17,6
6,17,45
6,45,17
6,17,45
45,17,6
45,17,6
45,17,6
45,17,6
45,6,17
45,6,17
6,45,17
6,45,17
6,45,17
45,17,6
45,17,6
45,17,6
45,17,47
17,45,6
17,45,6
17,45,6
17,45,6
17,45,6
17,10,45
6,10,17
17,6,10
10,7,24
10,7,17
17,7,45
17,24,7
17,45,7
17,7,24
17,45,7
17,6,7
6,17,7
6,17,10
10,7,17
45,17,15
45,17,15
45,17,15
45,17,15
45,17,15
45,15,17
45,15,28
45,15,17
45,17,15
17,45,15
15,17,45
45,15,17
45,17,15
45,17,1
45,17,28
45,17,28
45,17,6
45,1,17
45,1,17
45,17,1
45,1,17
1,45,17
45,17,15
45,17,15
45,17,1
45,17,12
45,17,2
45,17,2
45,17,2
45,17,2
45,17,2
45,17,2
45,17,2
45,17,1
1,45,17
1,10,17
17,10,1
17,10,1
1,17,10
1,17,10
1,17,10
1,17,45
1,10,17
1,10,17
1,10,17
1,10,17
1,10,17
1,10,17
1,45,17
1,45,17
1,45,17
1,45,17
1,45,17
1,45,17
1,45,17
1,45,17
1,45,17
1,45,17
1,10,45
1,45,10
1,10,45
1,10,17
1,10,45
1,10,17
1,10,17
10,1,17
10,1,17
10,1,17
10,1,17
10,1,45
1,10,45
1,10,17
1,17,10
1,17,45
1,17,10
10,17,1
1,10,17
1,33,10
1,10,17
1,10,17
1,10,17
1,17,33
1,17,33
1,17,33
1,10,17
1,10,17
1,10,17
1,17,10
1,17,33
1,17,28
1,17,45
1,28,17
1,17,28
1,17,10
1,17,4
1,17,28
1,17,28
1,28,17
28,1,17
1,28,17
1,28,17
1,28,17
1,28,17
1,28,17
17,1,38
17,38,31
17,38,4
17,4,31
17,4,38
17,4,38
4,17,24
4,17,24
4,17,24
17,4,1
17,4,1
17,1,4
17,1,4
17,1,4
17,4,1
4,17,1
4,17,1
4,17,1
4,17,1
17,4,1
17,4,1
17,4,1
17,4,1
17,1,4
17,1,4
17,1,4
17,1,4
17,1,4
17,1,4
17,1,4
1,17,47
1,17,47
17,1,47
17,1,47
17,1,47
1,17,47
17,1,47
17,1,47
17,1,10
1,17,10
1,17,10
1,17,10
1,17,10
1,10,17
1,10,17
10,1,17
10,17,1
10,17,1
17,10,1
17,1,10
17,1,10
17,1,10
17,1,33
17,1,10
17,10,1
10,17,1
10,1,17
1,10,17
1,10,17
1,10,17
1,17,10
1,10,17
10,1,17
10,17,1
10,17,1
10,1,17
10,1,17
10,1,17
10,1,17
10,17,1
1,10,17
1,10,28
1,10,28
10,1,17
1,10,28
1,10,28
10,1,28
1,10,17
1,10,28
1,10,28
1,10,28
1,10,28
1,10,17
1,10,17
1,10,28
1,28,10
1,28,10
1,17,10
1,10,17
1,10,17
1,17,10
17,1,10
17,33,47
17,47,1
17,47,33
17,47,9
17,47,1
17,47,9
17,1,47
28,17,1
28,1,17
28,1,17
28,1,17
28,17,1
17,28,1
1,28,17
1,28,17
1,28,17
1,28,17
1,28,17
28,1,17
10,17,1
28,1,10
17,1,28
28,1,17
1,28,10
1,28,17
1,17,28
1,28,17
28,1,17
28,1,17
28,1,17
28,17,1
28,17,47
28,17,47
28,17,47
28,17,47
28,17,47
28,17,47
28,17,1
28,17,1
28,17,1
28,17,1
28,17,47
28,17,10
28,17,10
28,17,10
28,17,1
28,17,1
28,1,17
28,1,17
28,1,17
28,1,17
28,1,17
28,1,17
28,1,17
28,17,1
28,17,1
28,17,1
28,17,1
28,17,1
